t_s,mode,x_bridge,v_bridge,v_ref_bridge,v_cmd_bridge,F_bridge,x_trolley,v_trolley,v_ref_trolley,v_cmd_trolley,F_trolley,x_hoist,v_hoist,v_ref_hoist,L_current,theta_x_deg,theta_x_dot,theta_x_raw_deg,theta_z_deg,theta_z_dot,theta_z_raw_deg,loop_ms
0.0063,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0069,0.0000,0.0000,-0.0001,5.15
0.0117,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0171,0.0000,0.0000,0.0014,5.26
0.0169,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0266,0.0000,0.0000,0.0014,5.19
0.0226,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0321,0.0000,0.0000,0.0019,5.56
0.0278,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0368,0.0000,0.0000,0.0031,5.16
0.0335,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0393,0.0000,0.0000,0.0089,5.63
0.0387,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0439,0.0000,0.0000,0.0163,5.15
0.0434,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0520,0.0000,0.0000,0.0236,4.60
0.0484,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0618,0.0000,0.0000,0.0340,4.47
0.0535,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0746,0.0000,0.0000,0.0488,4.50
0.0586,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0802,0.0000,0.0000,0.0613,4.49
0.0638,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0858,0.0000,0.0000,0.0727,4.48
0.0689,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0932,0.0000,0.0000,0.0861,4.47
0.0740,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.0989,0.0000,0.0000,0.1001,4.47
0.0801,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1077,0.0000,0.0000,0.1115,5.44
0.0857,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1127,0.0000,0.0000,0.1265,5.58
0.0906,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1160,0.0000,0.0000,0.1405,4.76
0.0960,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1225,0.0000,0.0000,0.1484,5.02
0.1011,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1243,0.0000,0.0000,0.1587,5.07
0.1058,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1309,0.0000,0.0000,0.1704,4.63
0.1109,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1389,0.0000,0.0000,0.1856,4.55
0.1159,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1457,0.0000,0.0000,0.2036,4.47
0.1210,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1515,0.0000,0.0000,0.2208,4.45
0.1261,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1583,0.0000,0.0000,0.2339,4.45
0.1312,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1681,0.0000,0.0000,0.2434,4.46
0.1364,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1762,0.0000,0.0000,0.2515,4.48
0.1414,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.1890,0.0000,0.0000,0.2608,4.45
0.1467,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.2036,0.0000,0.0000,0.2685,4.55
0.1517,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.2177,0.0000,0.0000,0.2803,4.48
0.1567,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.2313,0.0000,0.0000,0.2970,4.30
0.1617,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.2487,0.0000,0.0000,0.3101,4.23
0.1669,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.2656,0.0000,0.0000,0.3258,4.26
0.1719,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.2811,0.0000,0.0000,0.3400,4.21
0.1770,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.2964,0.0000,0.0000,0.3535,4.22
0.1821,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.3141,0.0000,0.0000,0.3644,4.21
0.1873,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.3350,0.0000,0.0000,0.3735,4.26
0.1924,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.3516,0.0000,0.0000,0.3821,4.23
0.1975,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.3698,0.0000,0.0000,0.3912,4.26
0.2027,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,0.0000,0.0000,-0.3911,0.4055,0.0600,0.4055,4.31
0.2078,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.4109,-0.0676,-0.4109,0.4199,0.0614,0.4199,4.31
0.2129,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.4320,-0.0704,-0.4320,0.4370,0.0631,0.4370,4.30
0.2180,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.4528,-0.0731,-0.4528,0.4518,0.0650,0.4518,4.23
0.2231,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.4711,-0.0758,-0.4711,0.4676,0.0672,0.4676,4.26
0.2282,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.4926,-0.0789,-0.4926,0.4794,0.0692,0.4794,4.23
0.2333,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.5142,-0.0814,-0.5142,0.4941,0.0712,0.4941,4.23
0.2384,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.5367,-0.0840,-0.5367,0.5123,0.0729,0.5123,4.20
0.2435,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.5578,-0.0865,-0.5578,0.5240,0.0738,0.5240,4.24
0.2486,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.5775,-0.0889,-0.5775,0.5360,0.0735,0.5360,4.21
0.2537,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.5978,-0.0912,-0.5978,0.5439,0.0723,0.5439,4.22
0.2591,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.6217,-0.0935,-0.6217,0.5532,0.0707,0.5532,4.38
0.2641,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.6428,-0.0960,-0.6428,0.5661,0.0689,0.5661,4.26
0.2692,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.6639,-0.0983,-0.6639,0.5737,0.0667,0.5737,4.22
0.2743,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.6833,-0.1007,-0.6833,0.5775,0.0646,0.5775,4.21
0.2802,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.7013,-0.1025,-0.7013,0.5851,0.0624,0.5851,4.95
0.2847,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.7191,-0.1039,-0.7191,0.5933,0.0597,0.5933,4.30
0.2897,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.7348,-0.1050,-0.7348,0.5999,0.0567,0.5999,4.24
0.2949,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.7513,-0.1063,-0.7513,0.6038,0.0536,0.6038,4.26
0.2999,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.7669,-0.1075,-0.7669,0.6093,0.0508,0.6093,4.24
0.3051,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.7795,-0.1086,-0.7795,0.6135,0.0485,0.6135,4.28
0.3104,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.7920,-0.1091,-0.7920,0.6124,0.0455,0.6124,4.46
0.3154,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8066,-0.1090,-0.8066,0.6124,0.0422,0.6124,4.31
0.3205,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8169,-0.1089,-0.8169,0.6095,0.0396,0.6095,4.29
0.3256,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8270,-0.1088,-0.8270,0.6075,0.0383,0.6075,4.25
0.3307,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8415,-0.1089,-0.8415,0.6091,0.0381,0.6091,4.24
0.3358,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8531,-0.1087,-0.8531,0.6097,0.0386,0.6097,4.22
0.3409,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8637,-0.1079,-0.8637,0.6128,0.0398,0.6128,4.22
0.3460,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8708,-0.1070,-0.8708,0.6142,0.0412,0.6142,4.22
0.3511,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8751,-0.1061,-0.8751,0.6163,0.0431,0.6163,4.25
0.3562,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8781,-0.1051,-0.8781,0.6212,0.0456,0.6212,4.23
0.3613,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8860,-0.1042,-0.8860,0.6230,0.0485,0.6230,4.21
0.3665,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8896,-0.1033,-0.8896,0.6271,0.0512,0.6271,4.24
0.3716,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8925,-0.1019,-0.8925,0.6355,0.0532,0.6355,4.25
0.3767,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8940,-0.1000,-0.8940,0.6417,0.0543,0.6417,4.26
0.3826,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8956,-0.0978,-0.8956,0.6465,0.0551,0.6465,5.00
0.3872,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8953,-0.0958,-0.8953,0.6514,0.0556,0.6514,4.50
0.3921,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8945,-0.0944,-0.8945,0.6536,0.0561,0.6536,4.30
0.3980,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8920,-0.0931,-0.8920,0.6561,0.0575,0.6561,5.07
0.4025,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8927,-0.0916,-0.8927,0.6616,0.0596,0.6616,4.46
0.4086,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8903,-0.0890,-0.8903,0.6658,0.0620,0.6658,5.42
0.4130,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8879,-0.0869,-0.8879,0.6699,0.0637,0.6699,4.35
0.4180,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8855,-0.0850,-0.8855,0.6753,0.0664,0.6753,4.24
0.4232,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8857,-0.0837,-0.8857,0.6805,0.0694,0.6805,4.29
0.4283,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8870,-0.0819,-0.8870,0.6860,0.0726,0.6860,4.25
0.4334,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8859,-0.0800,-0.8859,0.6944,0.0755,0.6944,4.24
0.4385,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8846,-0.0782,-0.8846,0.7010,0.0776,0.7010,4.24
0.4436,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8811,-0.0764,-0.8811,0.7088,0.0795,0.7088,4.26
0.4488,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8764,-0.0753,-0.8764,0.7151,0.0815,0.7151,4.28
0.4539,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8751,-0.0749,-0.8751,0.7200,0.0837,0.7200,4.26
0.4590,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8775,-0.0745,-0.8775,0.7290,0.0863,0.7290,4.23
0.4641,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8812,-0.0736,-0.8812,0.7393,0.0892,0.7393,4.25
0.4692,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8838,-0.0727,-0.8838,0.7483,0.0920,0.7483,4.23
0.4743,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8812,-0.0716,-0.8812,0.7571,0.0948,0.7571,4.23
0.4794,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8789,-0.0712,-0.8789,0.7679,0.0976,0.7679,4.25
0.4845,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8779,-0.0712,-0.8779,0.7825,0.1007,0.7825,4.24
0.4896,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8790,-0.0713,-0.8790,0.7989,0.1037,0.7989,4.23
0.4947,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8810,-0.0714,-0.8810,0.8092,0.1061,0.8092,4.22
0.4999,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8835,-0.0713,-0.8835,0.8217,0.1082,0.8217,4.24
0.5050,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8882,-0.0708,-0.8882,0.8321,0.1095,0.8321,4.26
0.5101,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8910,-0.0707,-0.8910,0.8422,0.1104,0.8422,4.23
0.5155,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8938,-0.0708,-0.8938,0.8526,0.1107,0.8526,4.36
0.5205,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.8996,-0.0715,-0.8996,0.8642,0.1113,0.8642,4.29
0.5256,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9064,-0.0725,-0.9064,0.8808,0.1118,0.8808,4.22
0.5308,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9133,-0.0731,-0.9133,0.8932,0.1127,0.8932,4.31
0.5358,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9190,-0.0735,-0.9190,0.9036,0.1135,0.9036,4.23
0.5410,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9246,-0.0741,-0.9246,0.9116,0.1141,0.9116,4.29
0.5460,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9310,-0.0752,-0.9310,0.9236,0.1148,0.9236,4.23
0.5512,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9391,-0.0766,-0.9391,0.9391,0.1157,0.9391,4.24
0.5563,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9471,-0.0780,-0.9471,0.9563,0.1162,0.9563,4.23
0.5615,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9546,-0.0789,-0.9546,0.9736,0.1162,0.9736,4.29
0.5667,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9620,-0.0794,-0.9620,0.9885,0.1158,0.9885,4.41
0.5718,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9701,-0.0799,-0.9701,1.0016,0.1149,1.0016,4.35
0.5768,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9807,-0.0808,-0.9807,1.0150,0.1140,1.0150,4.28
0.5819,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9905,-0.0821,-0.9905,1.0248,0.1138,1.0248,4.24
0.5871,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-0.9995,-0.0834,-0.9995,1.0377,0.1143,1.0377,4.37
0.5921,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-1.0103,-0.0846,-1.0103,1.0498,0.1149,1.0498,4.25
0.5972,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-1.0196,-0.0859,-1.0196,1.0685,0.1155,1.0685,4.25
0.6023,DISABLED,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,-1.0294,-0.0870,-1.0294,1.0872,0.1162,1.0872,4.22
